ensembl_gene_id,mgi_symbol,chromosome_name,gene_biotype
ENSMUSG00000052395,Rft1,14,protein_coding
ENSMUSG00000052396,Mogat2,7,protein_coding
ENSMUSG00000052397,Ezr,17,protein_coding
ENSMUSG00000052403,Fcnaos,2,antisense
ENSMUSG00000052406,Rexo4,2,protein_coding
ENSMUSG00000052407,Ccdc171,4,protein_coding
ENSMUSG00000052419,2610001J05Rik,6,protein_coding
ENSMUSG00000052423,B4galt3,1,protein_coding
ENSMUSG00000052428,Tmco1,1,protein_coding
ENSMUSG00000052430,Bmpr1b,3,protein_coding
ENSMUSG00000052446,Zfp961,8,protein_coding
ENSMUSG00000052456,Asna1,8,protein_coding
ENSMUSG00000052459,Atp6v1a,16,protein_coding
ENSMUSG00000052469,Tcp10c,17,protein_coding
ENSMUSG00000052477,C130026I21Rik,1,protein_coding
ENSMUSG00000052485,Tmem171,13,protein_coding
ENSMUSG00000052488,Cherp,8,protein_coding
ENSMUSG00000052496,Pkdrej,15,protein_coding
ENSMUSG00000052504,Epha3,16,protein_coding
ENSMUSG00000052512,Nav2,7,protein_coding
ENSMUSG00000052516,Robo2,16,protein_coding
ENSMUSG00000052533,Nup188,2,protein_coding
ENSMUSG00000052534,Pbx1,1,protein_coding
ENSMUSG00000052539,Magi3,3,protein_coding
ENSMUSG00000052544,St6galnac3,3,protein_coding
ENSMUSG00000052551,Adarb2,13,protein_coding
ENSMUSG00000052557,Gan,8,protein_coding
ENSMUSG00000052560,Cpne8,15,protein_coding
ENSMUSG00000052563,D930048N14Rik,11,protein_coding
ENSMUSG00000052565,H1f3,13,protein_coding
ENSMUSG00000052566,Hook2,8,protein_coding
ENSMUSG00000052572,Dlg2,7,protein_coding
ENSMUSG00000052581,Lrrtm4,6,protein_coding
ENSMUSG00000052584,Serp2,14,protein_coding
ENSMUSG00000052593,Adam17,12,protein_coding
ENSMUSG00000052605,Isoc2b,7,protein_coding
ENSMUSG00000052609,Plekhg3,12,protein_coding
ENSMUSG00000052613,Pcdh15,10,protein_coding
ENSMUSG00000052616,Terb1,8,protein_coding
ENSMUSG00000052629,Gm9885,7,antisense
ENSMUSG00000052632,Asap2,12,protein_coding
ENSMUSG00000052656,Rnf103,6,protein_coding
ENSMUSG00000052658,5830454E08Rik,9,lincRNA
ENSMUSG00000052673,Gm9887,12,antisense
ENSMUSG00000052675,Zfp112,7,protein_coding
ENSMUSG00000052676,Zmat1,X,protein_coding
ENSMUSG00000052681,Rap1b,10,protein_coding
ENSMUSG00000052684,Jun,4,protein_coding
ENSMUSG00000052688,Rab7b,1,protein_coding
ENSMUSG00000052698,Tln2,9,protein_coding
ENSMUSG00000052707,Tnrc6a,7,protein_coding
ENSMUSG00000052712,BC004004,17,protein_coding
ENSMUSG00000052713,Zfp608,18,protein_coding
ENSMUSG00000052726,Kcnt2,1,protein_coding
ENSMUSG00000052727,Map1b,13,protein_coding
ENSMUSG00000052738,Suclg1,6,protein_coding
ENSMUSG00000052748,Swt1,1,protein_coding
ENSMUSG00000052751,Repin1,6,protein_coding
ENSMUSG00000052752,Traf7,17,protein_coding
ENSMUSG00000052760,A630001G21Rik,1,protein_coding
ENSMUSG00000052763,Zfp212,6,protein_coding
ENSMUSG00000052767,Gm12703,4,processed_transcript
ENSMUSG00000052769,Gm9889,3,lincRNA
ENSMUSG00000052776,Oas1a,5,protein_coding
ENSMUSG00000052783,Grk4,5,protein_coding
ENSMUSG00000052794,1700030K09Rik,8,protein_coding
ENSMUSG00000052798,Nup107,10,protein_coding
ENSMUSG00000052812,Atad2b,12,protein_coding
ENSMUSG00000052821,Cysltr1,X,protein_coding
ENSMUSG00000052825,Gm9892,8,processed_pseudogene
ENSMUSG00000052833,Sae1,7,protein_coding
ENSMUSG00000052837,Junb,8,protein_coding
ENSMUSG00000052852,Reep1,6,protein_coding
ENSMUSG00000052854,Nrk,X,protein_coding
ENSMUSG00000052861,Dnah6,6,protein_coding
ENSMUSG00000052889,Prkcb,7,protein_coding
ENSMUSG00000052906,Ubxn8,8,protein_coding
ENSMUSG00000052911,Lamb2,9,protein_coding
ENSMUSG00000052912,Smarca5-ps,4,transcribed_processed_pseudogene
ENSMUSG00000052914,Cyp2j6,4,protein_coding
ENSMUSG00000052915,Msl1,11,protein_coding
ENSMUSG00000052917,Senp7,16,protein_coding
ENSMUSG00000052920,Prkg1,19,protein_coding
ENSMUSG00000052921,Arhgef15,11,protein_coding
ENSMUSG00000052926,Rnaseh2a,8,protein_coding
ENSMUSG00000052928,Ctif,18,protein_coding
ENSMUSG00000052934,Fbxo31,8,protein_coding
ENSMUSG00000052942,Glis3,19,protein_coding
ENSMUSG00000052949,Rnf157,11,protein_coding
ENSMUSG00000052957,Gas1,13,protein_coding
ENSMUSG00000052962,Mrpl35,6,protein_coding
ENSMUSG00000052974,Cyp2f2,7,protein_coding
ENSMUSG00000052981,Ube2ql1,13,protein_coding
ENSMUSG00000052997,Uba2,7,protein_coding
ENSMUSG00000053004,Hrh1,6,protein_coding
ENSMUSG00000053007,Creb5,6,protein_coding
ENSMUSG00000053012,Krcc1,6,protein_coding
ENSMUSG00000053025,Sv2b,7,protein_coding
ENSMUSG00000053030,Spink2,5,protein_coding
ENSMUSG00000053040,Aph1c,9,protein_coding
ENSMUSG00000053046,Brsk2,7,protein_coding
ENSMUSG00000053062,Jam2,16,protein_coding
ENSMUSG00000053063,Clec12a,6,protein_coding
ENSMUSG00000053070,Cfap300,9,protein_coding
ENSMUSG00000053080,2700081O15Rik,19,protein_coding
ENSMUSG00000053091,Lins1,7,protein_coding
ENSMUSG00000053093,Myh7,14,protein_coding
ENSMUSG00000053094,Tmem248,5,protein_coding
ENSMUSG00000053101,Gpr141,13,protein_coding
ENSMUSG00000053110,Yap1,9,protein_coding
ENSMUSG00000053111,Fank1,7,protein_coding
ENSMUSG00000053113,Socs3,11,protein_coding
ENSMUSG00000053117,E330013P04Rik,19,lincRNA
ENSMUSG00000053119,Chmp3,6,protein_coding
ENSMUSG00000053128,Rnf26,9,protein_coding
ENSMUSG00000053134,Supt7l,5,protein_coding
ENSMUSG00000053137,Mapk11,15,protein_coding
ENSMUSG00000053141,Ptprt,2,protein_coding
ENSMUSG00000053153,Spag16,1,protein_coding
ENSMUSG00000053158,Fes,7,protein_coding
ENSMUSG00000053161,Daw1,1,protein_coding
ENSMUSG00000053164,Gpr21,2,protein_coding
ENSMUSG00000053166,Cdh22,2,protein_coding
ENSMUSG00000053173,Rpl18-ps2,6,processed_pseudogene
ENSMUSG00000053175,Bcl3,7,protein_coding
ENSMUSG00000053178,Mterf1b,5,protein_coding
ENSMUSG00000053182,Gm609,16,protein_coding
ENSMUSG00000053192,Mllt11,3,protein_coding
ENSMUSG00000053194,Cib4,5,protein_coding
ENSMUSG00000053198,Prx,7,protein_coding
ENSMUSG00000053199,Arhgap20,9,protein_coding
ENSMUSG00000053205,Styx,14,protein_coding
ENSMUSG00000053214,Gm9899,5,processed_transcript
ENSMUSG00000053219,Raet1e,10,protein_coding
ENSMUSG00000053226,Dand5,8,protein_coding
ENSMUSG00000053253,Ndfip2,14,protein_coding
ENSMUSG00000053263,Gm12592,11,processed_transcript
ENSMUSG00000053279,Aldh1a1,19,protein_coding
ENSMUSG00000053286,Trmt1l,1,protein_coding
ENSMUSG00000053289,Ddx10,9,protein_coding
ENSMUSG00000053291,Rab4b,7,protein_coding
ENSMUSG00000053293,Pom121,5,protein_coding
ENSMUSG00000053297,AI854703,6,protein_coding
ENSMUSG00000053310,Nrgn,9,protein_coding
ENSMUSG00000053317,Sec61b,4,protein_coding
ENSMUSG00000053329,Gatd3a,10,protein_coding
ENSMUSG00000053332,Gas5,1,processed_transcript
ENSMUSG00000053333,Dis3l2,1,protein_coding
ENSMUSG00000053334,Ficd,5,protein_coding
ENSMUSG00000053338,Tarm1,7,protein_coding
ENSMUSG00000053347,Zfp943,17,protein_coding
ENSMUSG00000053353,2310001K24Rik,2,antisense
ENSMUSG00000053358,Gm9905,7,TEC
ENSMUSG00000053390,Zfp952,17,protein_coding
ENSMUSG00000053398,Phgdh,3,protein_coding
ENSMUSG00000053399,Adamts18,8,protein_coding
ENSMUSG00000053411,Cbx7,15,protein_coding
ENSMUSG00000053414,Hunk,16,protein_coding
ENSMUSG00000053436,Mapk14,17,protein_coding
ENSMUSG00000053441,Adamts19,18,protein_coding
ENSMUSG00000053453,Thoc7,14,protein_coding
ENSMUSG00000053460,Ggcx,6,protein_coding
ENSMUSG00000053465,Hs6st3,14,protein_coding
ENSMUSG00000053469,Tg,15,protein_coding
ENSMUSG00000053470,Kdm3a,6,protein_coding
ENSMUSG00000053475,Tnfaip6,2,protein_coding
ENSMUSG00000053477,Tcf4,18,protein_coding
ENSMUSG00000053483,Usp21,1,protein_coding
ENSMUSG00000053499,Gm5444,13,lincRNA
ENSMUSG00000053508,Gtsf2,15,protein_coding
ENSMUSG00000053510,Nrd1,4,protein_coding
ENSMUSG00000053522,Lgals7,7,protein_coding
ENSMUSG00000053536,Cstf2t,19,protein_coding
ENSMUSG00000053541,Gm4759,7,unprocessed_pseudogene
ENSMUSG00000053552,Ebf4,2,protein_coding
ENSMUSG00000053553,3110082I17Rik,5,protein_coding
ENSMUSG00000053559,Smagp,15,protein_coding
ENSMUSG00000053560,Ier2,8,protein_coding
ENSMUSG00000053565,Eif3k,7,protein_coding
ENSMUSG00000053574,4930563E22Rik,11,protein_coding
ENSMUSG00000053580,Tanc2,11,protein_coding
ENSMUSG00000053581,Zfand2a,5,protein_coding
ENSMUSG00000053600,Zfp472,17,protein_coding
ENSMUSG00000053604,Rpia,6,protein_coding
ENSMUSG00000053617,Sh3pxd2a,19,protein_coding
ENSMUSG00000053626,Tll1,8,protein_coding
ENSMUSG00000053641,Dennd4a,9,protein_coding
ENSMUSG00000053644,Aldh7a1,18,protein_coding
ENSMUSG00000053646,Plxnb1,9,protein_coding
ENSMUSG00000053647,Gper1,5,protein_coding
ENSMUSG00000053684,BC048403,10,protein_coding
ENSMUSG00000053687,Dpep2,8,protein_coding
ENSMUSG00000053702,Nebl,2,protein_coding
ENSMUSG00000053714,4732471J01Rik,7,antisense
ENSMUSG00000053716,Dusp7,9,protein_coding
ENSMUSG00000053730,Tmem39b,4,protein_coding
ENSMUSG00000053740,Gm6457,18,processed_pseudogene
ENSMUSG00000053746,Ptrh1,2,protein_coding
ENSMUSG00000053749,Gm9920,15,processed_transcript
ENSMUSG00000053754,Chd8,14,protein_coding
ENSMUSG00000053768,Chchd3,6,protein_coding
ENSMUSG00000053769,Lysmd1,3,protein_coding
ENSMUSG00000053774,Ubxn7,16,protein_coding
ENSMUSG00000053799,Exoc6,19,protein_coding
ENSMUSG00000053801,Grwd1,7,protein_coding
ENSMUSG00000053819,Camk2d,3,protein_coding
ENSMUSG00000053821,Gm9922,14,bidirectional_promoter_lncRNA
ENSMUSG00000053825,Ppfia2,10,protein_coding
ENSMUSG00000053830,Gm9923,10,processed_pseudogene
ENSMUSG00000053835,H2-T24,17,protein_coding
ENSMUSG00000053838,Nudcd3,11,protein_coding
ENSMUSG00000053841,Txlna,4,protein_coding
ENSMUSG00000053846,Lipg,18,protein_coding
ENSMUSG00000053852,Adgrg4,X,protein_coding
ENSMUSG00000053862,Slc51b,9,protein_coding
ENSMUSG00000053870,Fpgt,3,protein_coding
ENSMUSG00000053877,Srcap,7,protein_coding
ENSMUSG00000053886,Sh2d4a,8,protein_coding
ENSMUSG00000053897,Slc39a8,3,protein_coding
ENSMUSG00000053898,Ech1,7,protein_coding
ENSMUSG00000053907,Mat2a,6,protein_coding
ENSMUSG00000053914,Kdm4d,9,protein_coding
ENSMUSG00000053916,Nanp,2,protein_coding
ENSMUSG00000053925,Gm9929,1,processed_transcript
ENSMUSG00000053929,Cyhr1,15,protein_coding
ENSMUSG00000053930,Shisa6,11,protein_coding
ENSMUSG00000053931,Cnn3,3,protein_coding
ENSMUSG00000053950,Adnp2,18,protein_coding
ENSMUSG00000053957,Gm12474,3,lincRNA
ENSMUSG00000053963,Stum,1,protein_coding
ENSMUSG00000053964,Lgals4,7,protein_coding
ENSMUSG00000053965,Pde5a,3,protein_coding
ENSMUSG00000053985,Zfp14,7,protein_coding
ENSMUSG00000054000,Tusc1,4,protein_coding
ENSMUSG00000054003,Tdrd9,12,protein_coding
ENSMUSG00000054006,D630008O14Rik,1,antisense
ENSMUSG00000054008,Ndst1,18,protein_coding
ENSMUSG00000054013,Tmem179,12,protein_coding
ENSMUSG00000054021,Sirt5,13,protein_coding
ENSMUSG00000054027,Nt5dc3,10,protein_coding
ENSMUSG00000054034,Tceal5,X,protein_coding
ENSMUSG00000054051,Ercc6,14,protein_coding
ENSMUSG00000054057,A930004D18Rik,2,protein_coding
ENSMUSG00000054072,Iigp1,18,protein_coding
ENSMUSG00000054074,Skida1,2,protein_coding
ENSMUSG00000054079,Utp18,11,protein_coding
ENSMUSG00000054083,Capn12,7,protein_coding
ENSMUSG00000054091,1810037I17Rik,3,protein_coding
ENSMUSG00000054099,Slc25a40,5,protein_coding
ENSMUSG00000054115,Skp2,15,protein_coding
ENSMUSG00000054135,A430110L20Rik,1,lincRNA
ENSMUSG00000054150,Syne3,12,protein_coding
ENSMUSG00000054162,Spock3,8,protein_coding
ENSMUSG00000054169,Ceacam10,7,protein_coding
ENSMUSG00000054181,A930012O16Rik,2,processed_transcript
ENSMUSG00000054196,Cthrc1,15,protein_coding
ENSMUSG00000054199,Gon4l,3,protein_coding
ENSMUSG00000054200,Ffar4,19,protein_coding
ENSMUSG00000054203,Ifi205,1,protein_coding
ENSMUSG00000054204,Alkal2,12,protein_coding
ENSMUSG00000054206,Gzmm,10,protein_coding
ENSMUSG00000054226,Tprkb,6,protein_coding
ENSMUSG00000054237,Fra10ac1,19,protein_coding
ENSMUSG00000054252,Fgfr3,5,protein_coding
ENSMUSG00000054256,Msi1,5,protein_coding
ENSMUSG00000054263,Lifr,15,protein_coding
ENSMUSG00000054277,Arfgap3,15,protein_coding
ENSMUSG00000054280,Prr14l,5,protein_coding
ENSMUSG00000054293,P2ry10b,X,protein_coding
ENSMUSG00000054302,Eapp,12,protein_coding
ENSMUSG00000054304,D130007C19Rik,4,pseudogene
ENSMUSG00000054309,Cpsf3,12,protein_coding
ENSMUSG00000054310,Obox1,7,protein_coding
ENSMUSG00000054312,Mrps21,3,protein_coding
ENSMUSG00000054320,Lrrc36,8,protein_coding
ENSMUSG00000054321,Taf4b,18,protein_coding
ENSMUSG00000054342,Kcnn4,7,protein_coding
ENSMUSG00000054364,Rhob,12,protein_coding
ENSMUSG00000054381,Zfp747,7,protein_coding
ENSMUSG00000054383,Pnma1,12,protein_coding
ENSMUSG00000054385,Ceacam2,7,protein_coding
ENSMUSG00000054387,Mdm4,1,protein_coding
ENSMUSG00000054400,Cklf,8,protein_coding
ENSMUSG00000054404,Slfn5,11,protein_coding
ENSMUSG00000054405,Dnajc8,4,protein_coding
ENSMUSG00000054408,Spcs3,8,protein_coding
ENSMUSG00000054414,Slc30a7,3,protein_coding
ENSMUSG00000054418,2900041M22Rik,11,processed_transcript
ENSMUSG00000054423,Cadps,14,protein_coding
ENSMUSG00000054426,A930005H10Rik,3,processed_transcript
ENSMUSG00000054428,Atpif1,4,protein_coding
ENSMUSG00000054434,Tmem120b,5,protein_coding
ENSMUSG00000054435,Gimap4,6,protein_coding
ENSMUSG00000054452,Tle5,10,protein_coding
ENSMUSG00000054453,Sytl5,X,protein_coding
ENSMUSG00000054455,Vapb,2,protein_coding
ENSMUSG00000054459,Vsnl1,12,protein_coding
ENSMUSG00000054469,Lclat1,17,protein_coding
ENSMUSG00000054474,Thnsl2,6,protein_coding
ENSMUSG00000054477,Kcnn2,18,protein_coding
ENSMUSG00000054484,Tmem62,2,protein_coding
ENSMUSG00000054493,Gm9947,1,antisense
ENSMUSG00000054499,Dedd2,7,protein_coding
ENSMUSG00000054509,Parp4,14,protein_coding
ENSMUSG00000054510,Gm14461,2,lincRNA
ENSMUSG00000054514,Atad3aos,4,antisense
ENSMUSG00000054517,Trim65,11,protein_coding
ENSMUSG00000054519,Zfp867,11,protein_coding
ENSMUSG00000054520,Sh3bp2,5,protein_coding
ENSMUSG00000054545,Ugt1a6a,1,protein_coding
ENSMUSG00000054555,Adam12,7,protein_coding
ENSMUSG00000054556,Gm4876,6,antisense
ENSMUSG00000054580,Pla2r1,2,protein_coding
ENSMUSG00000054582,Pabpc1l,2,protein_coding
ENSMUSG00000054589,Gm9949,18,lincRNA
ENSMUSG00000054598,9130230L23Rik,5,protein_coding
ENSMUSG00000054604,Cggbp1,16,protein_coding
ENSMUSG00000054611,Kdm2a,19,protein_coding
ENSMUSG00000054612,Mgmt,7,protein_coding
ENSMUSG00000054618,Gm9951,8,lincRNA
ENSMUSG00000054619,Mettl7a1,15,protein_coding
ENSMUSG00000054626,Xlr,X,protein_coding
ENSMUSG00000054640,Slc8a1,17,protein_coding
ENSMUSG00000054641,Mmrn1,6,protein_coding
ENSMUSG00000054648,Zfp869,8,protein_coding
ENSMUSG00000054659,Pm20d2,4,protein_coding
ENSMUSG00000054675,Tmem119,5,protein_coding
ENSMUSG00000054676,1600014C10Rik,7,protein_coding
ENSMUSG00000054679,Srsf12,4,protein_coding
ENSMUSG00000054690,Emcn,3,protein_coding
ENSMUSG00000054693,Adam10,9,protein_coding
ENSMUSG00000054702,Ap1s3,1,protein_coding
ENSMUSG00000054708,Ankrd24,10,protein_coding
ENSMUSG00000054715,Zscan22,7,protein_coding
ENSMUSG00000054716,Zfp771,7,protein_coding
ENSMUSG00000054717,Hmgb2,8,protein_coding
ENSMUSG00000054720,Lrrc8c,5,protein_coding
ENSMUSG00000054723,Vmac,17,protein_coding
ENSMUSG00000054728,Phactr1,13,protein_coding
ENSMUSG00000054733,Msra,14,protein_coding
ENSMUSG00000054737,Zfp182,X,protein_coding
ENSMUSG00000054752,Fsd1l,4,protein_coding
ENSMUSG00000054763,Defb42,14,protein_coding
ENSMUSG00000054766,Set,2,protein_coding
ENSMUSG00000054770,Kctd18,1,protein_coding
ENSMUSG00000054779,Fgf2os,3,antisense
ENSMUSG00000054792,Klhl18,9,protein_coding
ENSMUSG00000054793,Cadm4,7,protein_coding
ENSMUSG00000054808,Actn4,7,protein_coding
ENSMUSG00000054814,Usp46,5,protein_coding
ENSMUSG00000054822,1700041G16Rik,8,lincRNA
ENSMUSG00000054823,Nsd3,8,protein_coding
ENSMUSG00000054836,Elp6,9,protein_coding
ENSMUSG00000054843,Atrnl1,19,protein_coding
ENSMUSG00000054850,Smim10l2a,X,protein_coding
ENSMUSG00000054855,Rnd1,15,protein_coding
ENSMUSG00000054863,Tafa5,15,protein_coding
ENSMUSG00000054871,Tmem158,9,protein_coding
ENSMUSG00000054874,Pcnx3,19,protein_coding
ENSMUSG00000054885,4930578G10Rik,4,protein_coding
ENSMUSG00000054889,Dsp,13,protein_coding
ENSMUSG00000054892,Txk,5,protein_coding
ENSMUSG00000054893,Zfp667,7,protein_coding
ENSMUSG00000054894,Dmac2l,12,protein_coding
ENSMUSG00000054901,Arhgef33,17,protein_coding
ENSMUSG00000054909,Wbscr25,5,antisense
ENSMUSG00000054910,4931415C17Rik,8,processed_transcript
ENSMUSG00000054920,Klhl5,5,protein_coding
ENSMUSG00000054931,Zkscan4,13,protein_coding
ENSMUSG00000054934,Kcnmb4,10,protein_coding
ENSMUSG00000054939,Zfp174,16,protein_coding
ENSMUSG00000054942,Miga1,3,protein_coding
ENSMUSG00000054945,Gm9958,5,bidirectional_promoter_lncRNA
ENSMUSG00000054951,9130008F23Rik,17,protein_coding
ENSMUSG00000054958,Nt5c1a,4,protein_coding
ENSMUSG00000054966,Lmntd1,6,protein_coding
ENSMUSG00000054967,Zfp647,15,protein_coding
ENSMUSG00000054976,Nyap2,1,protein_coding
ENSMUSG00000054978,Kbtbd13,9,protein_coding
ENSMUSG00000054988,Agtr1b,3,protein_coding
ENSMUSG00000054999,Naaladl1,19,protein_coding
ENSMUSG00000055003,Lrtm2,6,protein_coding
ENSMUSG00000055013,Agap1,1,protein_coding
ENSMUSG00000055015,Gm9961,16,lincRNA
ENSMUSG00000055022,Cntn1,15,protein_coding
ENSMUSG00000055024,Ep300,15,protein_coding
ENSMUSG00000055026,Gabrg3,7,protein_coding
ENSMUSG00000055027,Smyd1,6,protein_coding
ENSMUSG00000055041,Commd5,15,protein_coding
ENSMUSG00000055044,Pdlim1,19,protein_coding
ENSMUSG00000055045,Gm11190,11,lincRNA
ENSMUSG00000055053,Nfic,10,protein_coding
ENSMUSG00000055065,Ddx17,15,protein_coding
ENSMUSG00000055067,Smyd3,1,protein_coding
ENSMUSG00000055069,Rab39,9,protein_coding
ENSMUSG00000055093,Gm8430,6,processed_pseudogene
ENSMUSG00000055109,Gm15155,X,protein_coding
ENSMUSG00000055114,Anxa13,15,processed_transcript
ENSMUSG00000055116,Arntl,7,protein_coding
ENSMUSG00000055128,Cgrrf1,14,protein_coding
ENSMUSG00000055134,9130017K11Rik,11,processed_transcript
ENSMUSG00000055137,Sugct,13,protein_coding
ENSMUSG00000055148,Klf2,8,protein_coding
ENSMUSG00000055150,Zfp78,7,protein_coding
ENSMUSG00000055172,C1ra,6,protein_coding
ENSMUSG00000055184,Fam72a,1,protein_coding
ENSMUSG00000055200,Sertad3,7,protein_coding
ENSMUSG00000055202,Zfp811,17,protein_coding
ENSMUSG00000055204,Ankrd17,5,protein_coding
ENSMUSG00000055210,Foxd2,4,protein_coding
ENSMUSG00000055214,Pld5,1,protein_coding
ENSMUSG00000055235,Wdr86,5,protein_coding
ENSMUSG00000055239,Kcmf1,6,protein_coding
ENSMUSG00000055240,Zfp101,17,protein_coding
ENSMUSG00000055254,Ntrk2,13,protein_coding
ENSMUSG00000055296,Tmem245,4,protein_coding
ENSMUSG00000055301,Adh7,3,protein_coding
ENSMUSG00000055302,Mrfap1,5,protein_coding
ENSMUSG00000055305,Zfp93,7,protein_coding
ENSMUSG00000055312,Them7,2,protein_coding
ENSMUSG00000055313,Pgbd1,13,protein_coding
ENSMUSG00000055319,Sec23ip,7,protein_coding
ENSMUSG00000055320,Tead1,7,protein_coding
ENSMUSG00000055322,Tns1,1,protein_coding
ENSMUSG00000055323,Gm9967,7,processed_transcript
ENSMUSG00000055334,Snupn,9,protein_coding
ENSMUSG00000055341,Zfp457,13,protein_coding
ENSMUSG00000055368,Slc6a2,8,protein_coding
ENSMUSG00000055370,Gm9968,16,antisense
ENSMUSG00000055371,Stam2,2,protein_coding
ENSMUSG00000055373,Fut9,4,protein_coding
ENSMUSG00000055401,Fbxo6,4,protein_coding
ENSMUSG00000055407,Map6,7,protein_coding
ENSMUSG00000055409,Nell1,7,protein_coding
ENSMUSG00000055415,Atp10b,11,protein_coding
ENSMUSG00000055421,Pcdh9,14,protein_coding
ENSMUSG00000055424,Gm9970,5,antisense
ENSMUSG00000055430,Nap1l5,6,protein_coding
ENSMUSG00000055435,Maf,8,protein_coding
ENSMUSG00000055436,Srsf11,3,protein_coding
ENSMUSG00000055447,Cd47,16,protein_coding
ENSMUSG00000055471,Alk,17,protein_coding
ENSMUSG00000055480,Zfp458,13,protein_coding
ENSMUSG00000055485,Soga1,2,protein_coding
ENSMUSG00000055489,Ano5,7,protein_coding
ENSMUSG00000055491,Pprc1,19,protein_coding
ENSMUSG00000055493,Epm2a,10,protein_coding
ENSMUSG00000055494,Gm14168,2,lincRNA
ENSMUSG00000055531,Cpsf6,10,protein_coding
ENSMUSG00000055538,Zcchc24,14,protein_coding
ENSMUSG00000055540,Epha6,16,protein_coding
ENSMUSG00000055541,Lair1,7,protein_coding
ENSMUSG00000055546,Timd4,11,protein_coding
ENSMUSG00000055553,Kxd1,8,protein_coding
ENSMUSG00000055560,Zfp459,13,protein_coding
ENSMUSG00000055561,Spink5,18,protein_coding
ENSMUSG00000055567,Unc80,1,protein_coding
ENSMUSG00000055602,Tcp10b,17,protein_coding
ENSMUSG00000055612,Cdca7,2,protein_coding
ENSMUSG00000055632,Hmcn2,2,protein_coding
ENSMUSG00000055633,Zfp580,7,protein_coding
ENSMUSG00000055639,Dach1,14,protein_coding
ENSMUSG00000055652,Klhl25,7,protein_coding
ENSMUSG00000055653,Gpc3,X,protein_coding
ENSMUSG00000055660,Mettl4,17,protein_coding
ENSMUSG00000055670,Zzef1,11,protein_coding
ENSMUSG00000055675,Kbtbd11,8,protein_coding
ENSMUSG00000055676,Gm5069,1,transcribed_processed_pseudogene
ENSMUSG00000055681,Cope,8,protein_coding
ENSMUSG00000055691,Gja6,X,protein_coding
ENSMUSG00000055692,Tmem191c,16,protein_coding
ENSMUSG00000055707,Klhl26,8,protein_coding
ENSMUSG00000055720,Ubl7,9,protein_coding
ENSMUSG00000055723,Rras2,7,protein_coding
ENSMUSG00000055725,Paqr3,5,protein_coding
ENSMUSG00000055733,Nap1l3,X,protein_coding
ENSMUSG00000055737,Ghr,15,protein_coding
ENSMUSG00000055745,Rtl6,15,protein_coding
ENSMUSG00000055760,Gemin6,17,protein_coding
ENSMUSG00000055761,Nkain3,4,protein_coding
ENSMUSG00000055762,Eef1d,15,protein_coding
ENSMUSG00000055771,Gm7936,18,processed_pseudogene
ENSMUSG00000055775,Myh8,11,protein_coding
ENSMUSG00000055782,Abcd2,15,protein_coding
ENSMUSG00000055799,Tcf7l1,6,protein_coding
ENSMUSG00000055805,Fmnl1,11,protein_coding
ENSMUSG00000055809,Dnaaf3,7,protein_coding
ENSMUSG00000055817,Mta3,17,protein_coding
ENSMUSG00000055818,A230083G16Rik,6,antisense
ENSMUSG00000055833,1700034H15Rik,1,antisense
ENSMUSG00000055835,Zfp1,8,protein_coding
ENSMUSG00000055839,Elob,17,protein_coding
ENSMUSG00000055850,Rnf181,6,protein_coding
ENSMUSG00000055862,Izumo4,10,protein_coding
ENSMUSG00000055865,Tafa3,3,protein_coding
ENSMUSG00000055866,Per2,1,protein_coding
ENSMUSG00000055884,Fancm,12,protein_coding
ENSMUSG00000055897,Ppp4r1l-ps,2,transcribed_unprocessed_pseudogene
ENSMUSG00000055900,Tmem69,4,protein_coding
ENSMUSG00000055912,Tmem150a,6,protein_coding
ENSMUSG00000055917,Zfp277,12,protein_coding
ENSMUSG00000055923,Aasdh,5,protein_coding
ENSMUSG00000055932,Fto,8,protein_coding
ENSMUSG00000055943,Emc7,2,protein_coding
ENSMUSG00000055945,Prr18,17,protein_coding
ENSMUSG00000055960,Skint4,4,protein_coding
ENSMUSG00000055963,Triqk,4,protein_coding
